downstream_metric	display_name	better_downstream_config	better_downstream_display	better_proxy_config	better_proxy_display	better_downstream_lm_val_bpb	better_proxy_lm_val_bpb	bpb_penalty	better_downstream_value	better_proxy_value	downstream_gain
pubmedqa_acc	Accuracy	random_brier_best_8dc23be	Random Brier	prospective_aux_weight_0p10_20260506	Prospective aux 0.10	2.3191244	2.2813448000000003	0.03777959999999991	0.5546666	0.4639998	0.09066679999999999
pubmedqa_acc	Accuracy	manual_warmup10_da0044c	Manual warmup	prospective_aux_weight_0p10_20260506	Prospective aux 0.10	2.3521992000000003	2.2813448000000003	0.07085439999999998	0.5133333999999999	0.4639998	0.04933359999999992
pubmedqa_acc	Accuracy	agent_aux_a20f5b7	Agent auxiliary	prospective_aux_weight_0p10_20260506	Prospective aux 0.10	2.376961	2.2813448000000003	0.09561619999999982	0.496	0.4639998	0.03200019999999998
pubmedqa_acc	Accuracy	manual_baseline_f1664dd	Manual baseline	prospective_aux_weight_0p10_20260506	Prospective aux 0.10	2.382384	2.2813448000000003	0.10103919999999977	0.5053333999999999	0.4639998	0.041333599999999915
pubmedqa_acc	Accuracy	random_macro_f1_best_8a1209b	Random macro-F1	prospective_aux_weight_0p10_20260506	Prospective aux 0.10	2.5318487999999997	2.2813448000000003	0.2505039999999994	0.5253334000000001	0.4639998	0.061333600000000044
pubmedqa_acc	Accuracy	random_macro_f1_best_8a1209b	Random macro-F1	manual_warmup10_da0044c	Manual warmup	2.5318487999999997	2.3521992000000003	0.1796495999999994	0.5253334000000001	0.5133333999999999	0.012000000000000122
pubmedqa_acc	Accuracy	manual_baseline_f1664dd	Manual baseline	agent_aux_a20f5b7	Agent auxiliary	2.382384	2.376961	0.005422999999999956	0.5053333999999999	0.496	0.009333399999999936
pubmedqa_acc	Accuracy	random_macro_f1_best_8a1209b	Random macro-F1	agent_aux_a20f5b7	Agent auxiliary	2.5318487999999997	2.376961	0.15488779999999958	0.5253334000000001	0.496	0.029333400000000065
pubmedqa_acc	Accuracy	random_macro_f1_best_8a1209b	Random macro-F1	manual_baseline_f1664dd	Manual baseline	2.5318487999999997	2.382384	0.14946479999999962	0.5253334000000001	0.5053333999999999	0.02000000000000013
pubmedqa_macro_f1	Macro-F1	agent_aux_a20f5b7	Agent auxiliary	prospective_aux_weight_0p02_20260506	Prospective aux 0.02	2.376961	2.0018394	0.37512159999999994	0.32906040000000003	0.3201838	0.008876600000000012
pubmedqa_macro_f1	Macro-F1	prospective_aux_weight_0p10_20260506	Prospective aux 0.10	random_primary_best_7147e14	Random primary	2.2813448000000003	2.1402516	0.14109320000000025	0.3153688	0.2572572	0.058111599999999985
pubmedqa_macro_f1	Macro-F1	random_brier_best_8dc23be	Random Brier	random_primary_best_7147e14	Random primary	2.3191244	2.1402516	0.17887280000000016	0.285328	0.2572572	0.028070800000000007
pubmedqa_macro_f1	Macro-F1	manual_warmup10_da0044c	Manual warmup	random_primary_best_7147e14	Random primary	2.3521992000000003	2.1402516	0.21194760000000024	0.3098322	0.2572572	0.05257499999999998
pubmedqa_macro_f1	Macro-F1	agent_aux_a20f5b7	Agent auxiliary	random_primary_best_7147e14	Random primary	2.376961	2.1402516	0.23670940000000007	0.32906040000000003	0.2572572	0.07180320000000001
pubmedqa_macro_f1	Macro-F1	manual_baseline_f1664dd	Manual baseline	random_primary_best_7147e14	Random primary	2.382384	2.1402516	0.24213240000000003	0.3104612	0.2572572	0.053203999999999974
pubmedqa_macro_f1	Macro-F1	random_macro_f1_best_8a1209b	Random macro-F1	random_primary_best_7147e14	Random primary	2.5318487999999997	2.1402516	0.39159719999999965	0.311206	0.2572572	0.05394879999999996
pubmedqa_macro_f1	Macro-F1	prospective_aux_weight_0p10_20260506	Prospective aux 0.10	random_accuracy_best_7e73835	Random accuracy	2.2813448000000003	2.2810227999999997	0.0003220000000005996	0.3153688	0.24821619999999997	0.06715260000000003
pubmedqa_macro_f1	Macro-F1	random_brier_best_8dc23be	Random Brier	random_accuracy_best_7e73835	Random accuracy	2.3191244	2.2810227999999997	0.03810160000000051	0.285328	0.24821619999999997	0.037111800000000056
pubmedqa_macro_f1	Macro-F1	manual_warmup10_da0044c	Manual warmup	random_accuracy_best_7e73835	Random accuracy	2.3521992000000003	2.2810227999999997	0.07117640000000058	0.3098322	0.24821619999999997	0.06161600000000003
pubmedqa_macro_f1	Macro-F1	agent_aux_a20f5b7	Agent auxiliary	random_accuracy_best_7e73835	Random accuracy	2.376961	2.2810227999999997	0.09593820000000042	0.32906040000000003	0.24821619999999997	0.08084420000000006
pubmedqa_macro_f1	Macro-F1	manual_baseline_f1664dd	Manual baseline	random_accuracy_best_7e73835	Random accuracy	2.382384	2.2810227999999997	0.10136120000000037	0.3104612	0.24821619999999997	0.06224500000000002
pubmedqa_macro_f1	Macro-F1	random_macro_f1_best_8a1209b	Random macro-F1	random_accuracy_best_7e73835	Random accuracy	2.5318487999999997	2.2810227999999997	0.250826	0.311206	0.24821619999999997	0.06298980000000001
pubmedqa_macro_f1	Macro-F1	agent_aux_a20f5b7	Agent auxiliary	prospective_aux_weight_0p10_20260506	Prospective aux 0.10	2.376961	2.2813448000000003	0.09561619999999982	0.32906040000000003	0.3153688	0.013691600000000026
pubmedqa_macro_f1	Macro-F1	manual_warmup10_da0044c	Manual warmup	random_brier_best_8dc23be	Random Brier	2.3521992000000003	2.3191244	0.03307480000000007	0.3098322	0.285328	0.024504199999999976
pubmedqa_macro_f1	Macro-F1	agent_aux_a20f5b7	Agent auxiliary	random_brier_best_8dc23be	Random Brier	2.376961	2.3191244	0.057836599999999905	0.32906040000000003	0.285328	0.043732400000000005
pubmedqa_macro_f1	Macro-F1	manual_baseline_f1664dd	Manual baseline	random_brier_best_8dc23be	Random Brier	2.382384	2.3191244	0.06325959999999986	0.3104612	0.285328	0.025133199999999967
pubmedqa_macro_f1	Macro-F1	random_macro_f1_best_8a1209b	Random macro-F1	random_brier_best_8dc23be	Random Brier	2.5318487999999997	2.3191244	0.21272439999999948	0.311206	0.285328	0.025877999999999957
pubmedqa_macro_f1	Macro-F1	agent_aux_a20f5b7	Agent auxiliary	manual_warmup10_da0044c	Manual warmup	2.376961	2.3521992000000003	0.024761799999999834	0.32906040000000003	0.3098322	0.01922820000000003
pubmedqa_macro_f1	Macro-F1	manual_baseline_f1664dd	Manual baseline	manual_warmup10_da0044c	Manual warmup	2.382384	2.3521992000000003	0.03018479999999979	0.3104612	0.3098322	0.0006289999999999907
pubmedqa_macro_f1	Macro-F1	random_macro_f1_best_8a1209b	Random macro-F1	manual_warmup10_da0044c	Manual warmup	2.5318487999999997	2.3521992000000003	0.1796495999999994	0.311206	0.3098322	0.0013737999999999806
pubmedqa_macro_f1	Macro-F1	random_macro_f1_best_8a1209b	Random macro-F1	manual_baseline_f1664dd	Manual baseline	2.5318487999999997	2.382384	0.14946479999999962	0.311206	0.3104612	0.0007447999999999899
pubmedqa_brier	Brier	random_primary_best_7147e14	Random primary	prospective_aux_weight_0p02_20260506	Prospective aux 0.02	2.1402516	2.0018394	0.13841219999999987	0.5650976	0.6437345999999999	0.07863699999999996
pubmedqa_brier	Brier	random_accuracy_best_7e73835	Random accuracy	prospective_aux_weight_0p02_20260506	Prospective aux 0.02	2.2810227999999997	2.0018394	0.2791833999999995	0.5722322	0.6437345999999999	0.07150239999999997
pubmedqa_brier	Brier	random_brier_best_8dc23be	Random Brier	prospective_aux_weight_0p02_20260506	Prospective aux 0.02	2.3191244	2.0018394	0.31728500000000004	0.5684504	0.6437345999999999	0.07528419999999991
pubmedqa_brier	Brier	manual_warmup10_da0044c	Manual warmup	prospective_aux_weight_0p02_20260506	Prospective aux 0.02	2.3521992000000003	2.0018394	0.3503598000000001	0.6409186	0.6437345999999999	0.0028159999999999297
pubmedqa_brier	Brier	manual_baseline_f1664dd	Manual baseline	prospective_aux_weight_0p02_20260506	Prospective aux 0.02	2.382384	2.0018394	0.3805445999999999	0.6355831999999999	0.6437345999999999	0.00815140000000003
pubmedqa_brier	Brier	random_macro_f1_best_8a1209b	Random macro-F1	prospective_aux_weight_0p02_20260506	Prospective aux 0.02	2.5318487999999997	2.0018394	0.5300093999999995	0.6227296	0.6437345999999999	0.02100499999999994
pubmedqa_brier	Brier	random_brier_best_8dc23be	Random Brier	random_accuracy_best_7e73835	Random accuracy	2.3191244	2.2810227999999997	0.03810160000000051	0.5684504	0.5722322	0.0037817999999999463
pubmedqa_brier	Brier	random_brier_best_8dc23be	Random Brier	prospective_aux_weight_0p10_20260506	Prospective aux 0.10	2.3191244	2.2813448000000003	0.03777959999999991	0.5684504	0.6671395999999999	0.09868919999999992
pubmedqa_brier	Brier	manual_warmup10_da0044c	Manual warmup	prospective_aux_weight_0p10_20260506	Prospective aux 0.10	2.3521992000000003	2.2813448000000003	0.07085439999999998	0.6409186	0.6671395999999999	0.02622099999999994
pubmedqa_brier	Brier	agent_aux_a20f5b7	Agent auxiliary	prospective_aux_weight_0p10_20260506	Prospective aux 0.10	2.376961	2.2813448000000003	0.09561619999999982	0.653167	0.6671395999999999	0.01397259999999989
pubmedqa_brier	Brier	manual_baseline_f1664dd	Manual baseline	prospective_aux_weight_0p10_20260506	Prospective aux 0.10	2.382384	2.2813448000000003	0.10103919999999977	0.6355831999999999	0.6671395999999999	0.03155640000000004
pubmedqa_brier	Brier	random_macro_f1_best_8a1209b	Random macro-F1	prospective_aux_weight_0p10_20260506	Prospective aux 0.10	2.5318487999999997	2.2813448000000003	0.2505039999999994	0.6227296	0.6671395999999999	0.04440999999999995
pubmedqa_brier	Brier	manual_baseline_f1664dd	Manual baseline	manual_warmup10_da0044c	Manual warmup	2.382384	2.3521992000000003	0.03018479999999979	0.6355831999999999	0.6409186	0.005335400000000101
pubmedqa_brier	Brier	random_macro_f1_best_8a1209b	Random macro-F1	manual_warmup10_da0044c	Manual warmup	2.5318487999999997	2.3521992000000003	0.1796495999999994	0.6227296	0.6409186	0.01818900000000001
pubmedqa_brier	Brier	manual_baseline_f1664dd	Manual baseline	agent_aux_a20f5b7	Agent auxiliary	2.382384	2.376961	0.005422999999999956	0.6355831999999999	0.653167	0.01758380000000015
pubmedqa_brier	Brier	random_macro_f1_best_8a1209b	Random macro-F1	agent_aux_a20f5b7	Agent auxiliary	2.5318487999999997	2.376961	0.15488779999999958	0.6227296	0.653167	0.03043740000000006
pubmedqa_brier	Brier	random_macro_f1_best_8a1209b	Random macro-F1	manual_baseline_f1664dd	Manual baseline	2.5318487999999997	2.382384	0.14946479999999962	0.6227296	0.6355831999999999	0.01285359999999991
